name,identity,alignment,appearanceCount,yearOfAppearance
Brillalae,Secret Identity,Neutral,7,1976
Cheer Chadwick,No Dual Identity,Bad,7,1976
Chris Claremont,Public Identity,Bad,7,1976
Dark Rider,Secret Identity,Bad,7,1976
Emerson Bale,No Dual Identity,Good,7,1976
Maria Ayala,No Dual Identity,Good,7,1976
Marshall Muldoon,No Dual Identity,Good,7,1976
Phae-Dor,Public Identity,,7,1976
Steven Rogers (Revolutionary War),Public Identity,Good,7,1976
Talia Kruma,No Dual Identity,Good,7,1976
Threkker,No Dual Identity,Bad,7,1976
Toy,No Dual Identity,Bad,7,1976
Tuan,,Neutral,7,1976
Andrew Jackson Hawk,No Dual Identity,,7,1977
Cancer (LMD),Secret Identity,Bad,7,1977
Moses,Public Identity,Good,7,1977
Nathan Cooper,Secret Identity,,7,1977
Otto Vermis,,Bad,7,1977
Roger Dicken,Secret Identity,Good,7,1977
Silas Mourner,,,7,1977
Tutinax,Secret Identity,Bad,7,1977
Veda (Corporation),Secret Identity,Bad,7,1977
Virgo (LMD),Secret Identity,Bad,7,1977
Barbara Robb,Secret Identity,,7,1978
Chao Sima,Secret Identity,Bad,7,1978
Freki,,Good,7,1978
Gert Hauptmann,,,7,1978
Denton Phelps,Secret Identity,Bad,7,1979
Doctor Tambura,Secret Identity,Good,7,1979
Fangor,,,7,1979
Hector,,,7,1979
Iguana,,Bad,7,1979
Joseph MacTaggert,Public Identity,,7,1979
Ray Coffin,Public Identity,Good,7,1979
Roy McVey,Secret Identity,Bad,7,1979
Samuel Daly,,Good,7,1979
Sarah Mumford,,Good,7,1979
Sebastian Patane,Secret Identity,Bad,7,1979
Andreas de Ruyter,,,7,1980
Esmera,,,7,1980
Frey,Secret Identity,Good,7,1980
Izanagi-No-Mikoto,Secret Identity,,7,1980
Randolph James,Public Identity,,7,1980
Ricky Landers,,Good,7,1980
Sara Grey,No Dual Identity,Good,7,1980
Uranos,,,7,1980
Voletta Todd,Secret Identity,Neutral,7,1980
Walther Theodoric,,Bad,7,1980
Buth,Secret Identity,Good,7,1981
Doc (Geneticist),,Bad,7,1981
Forsythe Wellington,Public Identity,Good,7,1981
Hyppokri,Secret Identity,Bad,7,1981
Lionel Jeffries (Doctor),Public Identity,Good,7,1981
Phaeder,Public Identity,Bad,7,1981
Phil Panasci,Public Identity,,7,1981
Puishannt,Secret Identity,Bad,7,1981
Unnthinnk,Secret Identity,Bad,7,1981
Darin,Public Identity,Good,7,1982
Gabriel Sepulveda,Secret Identity,,7,1982
Holly LaDonna,Secret Identity,Good,7,1982
Jerry Fortunov,,Good,7,1982
Lylla,No Dual Identity,Good,7,1982
Ramona Starr,Public Identity,Bad,7,1982
Ranark,Public Identity,Bad,7,1982
Sturky,,Good,7,1982
Talisman (Australian),Secret Identity,Good,7,1982
Zedrao,Secret Identity,Bad,7,1982
Black Lotus,Secret Identity,Bad,7,1983
Claire McNeil,,Good,7,1983
Doctor Dredd,Secret Identity,Bad,7,1983
Roman Nekoboh,Public Identity,Neutral,7,1983
Sentinels Mk V,No Dual Identity,Bad,7,1983
Sharon Selleck,,,7,1983
Unam,Secret Identity,Good,7,1983
Wrangler (Laralie),Secret Identity,Bad,7,1983
Black Abbott,Secret Identity,Bad,7,1984
Blank (Clyde),Secret Identity,Bad,7,1984
George Vandergill,Public Identity,,7,1984
Grimm the Sorcerer,,,7,1984
Horatio Piper,,Neutral,7,1984
Hubert Carpenter,Secret Identity,Bad,7,1984
Joelle Guthrie,Public Identity,Neutral,7,1984
Kolomaq,Public Identity,,7,1984
Ranaq,Public Identity,,7,1984
Turoq,,Good,7,1984
Atlas (Titan),No Dual Identity,Neutral,7,1985
Cerberus (O.Z. Chase),,Good,7,1985
Dave Chatterton,,Neutral,7,1985
Delmurio,Public Identity,,7,1985
Emil Gregg,,Neutral,7,1985
Harry Morrel,Public Identity,Neutral,7,1985
Jack Wayne (Legion Personality),No Dual Identity,Bad,7,1985
Jackson Tolliver,Public Identity,Good,7,1985
Jakal,Secret Identity,Bad,7,1985
Manslaughter Marsdale,Secret Identity,Bad,7,1985
Misty Collins,Public Identity,Good,7,1985
Puff,,Neutral,7,1985
Skunge,,Bad,7,1985
Alex Alaric,,Bad,7,1986
Alexi Garnoff,Secret Identity,,7,1986
Charles Last,Secret Identity,Bad,7,1986
Imhotep (Demon),Public Identity,Bad,7,1986
Lewis Guthrie,Public Identity,Good,7,1986
Lomen,Secret Identity,Bad,7,1986
Scaleface,Secret Identity,Neutral,7,1986
Yrdisis,Secret Identity,Good,7,1986
Don (Lobster),,Good,7,1987
Kylor,Public Identity,,7,1987
Sedrick,Public Identity,,7,1987
Trump,Secret Identity,Neutral,7,1987
William Nowlan,Secret Identity,Bad,7,1987
Alphonso Mackenzie,,Good,7,1988
Anne-Marie Baker,No Dual Identity,Good,7,1988
Eochaid Ollathir,Public Identity,Good,7,1988
Roland Rayburn,Public Identity,Bad,7,1988
Spyder,Secret Identity,Bad,7,1988
Gayle Vaughn,Public Identity,Good,7,1989
Kevin Brackett,Secret Identity,Bad,7,1989
Lev,,,7,1989
Paul Harker,Public Identity,Neutral,7,1989
Rich van Burian,Public Identity,Bad,7,1989
Sequoia,Secret Identity,Good,7,1989
Arko,No Dual Identity,Good,7,1990
Bercilak de Hautdesert,Secret Identity,Good,7,1990
Harlan Ryker,,Bad,7,1990
Harmon Furmintz,Public Identity,Good,7,1990
Jupiter (New Warriors),Public Identity,Good,7,1990
Kristina Anderson,Secret Identity,Bad,7,1990
L.D. 50,Secret Identity,Bad,7,1990
Maker,Secret Identity,Neutral,7,1990
Samuel Higgins,Public Identity,Bad,7,1990
Yuji Watanabe,No Dual Identity,Good,7,1990
Andrea Haggard,Secret Identity,Bad,7,1991
Fool,Secret Identity,Bad,7,1991
Guillaume Courage,Secret Identity,Bad,7,1991
Hector Fuentes,Public Identity,Bad,7,1991
Kkallakku,Secret Identity,Bad,7,1991
Monkey Joe,Public Identity,Good,7,1991
Rambo (Dog),No Dual Identity,Good,7,1991
Ray Morgan,,Bad,7,1991
Splice (Mercenary),Secret Identity,Bad,7,1991
Thane Ector,Public Identity,Bad,7,1991
Vyrra,Public Identity,Bad,7,1991
Willis Hayworth,Public Identity,Bad,7,1991
Anastasia Sablinova,No Dual Identity,Good,7,1992
Angela Cairn,Secret Identity,Good,7,1992
Anthony Stark (Doppelganger),Secret Identity,Bad,7,1992
Clement Wilson,Public Identity,Neutral,7,1992
Guide,Secret Identity,Good,7,1992
James Burley,Secret Identity,Neutral,7,1992
"James Lucas, Jr.",Secret Identity,Bad,7,1992
Jonathan Lee,Public Identity,Bad,7,1992
Julien Boudreaux,Secret Identity,Bad,7,1992
Jutta,,Bad,7,1992
Leon McKenzie,Secret Identity,Bad,7,1992
Prodigal,Secret Identity,Neutral,7,1992
Rachel Argosy,Public Identity,Neutral,7,1992
S.H.I.V.A.,,,7,1992
Salvatore Carbone,,Bad,7,1992
Albert Louis,Secret Identity,Good,7,1993
Battletide,Secret Identity,Bad,7,1993
Bernard Hoyster,Secret Identity,Neutral,7,1993
Embyrre,,Good,7,1993
Fabrikant,Secret Identity,,7,1993
Kona Lor,Public Identity,Bad,7,1993
Luther Manning,,Good,7,1993
Outcast (Lilin),Secret Identity,Bad,7,1993
Sarah Wilde,,Good,7,1993
Suma-Ket,,Bad,7,1993
Tamika Bowden,Secret Identity,Good,7,1993
Tithe Collector,,Bad,7,1993
Bartholomew Gallows,Secret Identity,Neutral,7,1994
Billy Kitson,Secret Identity,Bad,7,1994
Bitmap,Secret Identity,Bad,7,1994
Infomorph,Secret Identity,Bad,7,1994
John Carik,Public Identity,Good,7,1994
John Sharpe,Secret Identity,Bad,7,1994
Rebecca Taylor,Public Identity,Good,7,1994
Steel Collar,Secret Identity,Bad,7,1994
Wirehead,Secret Identity,Bad,7,1994
Gris Gris,Secret Identity,Neutral,7,1995
Malachi (Space Phantom),Secret Identity,Bad,7,1995
Marcus Fifolet,Secret Identity,Neutral,7,1995
Margoyle,Public Identity,,7,1995
Moonraker,Secret Identity,,7,1995
Rolfe,,,7,1995
Rootar,Public Identity,,7,1995
Andros,Secret Identity,Bad,7,1996
Bramer,Secret Identity,Bad,7,1996
Choocho Colon,Public Identity,Bad,7,1996
Ebony (Heroes Reborn),Public Identity,Good,7,1996
James Johnsmeyer,Public Identity,,7,1996
Jasper Sitwell (Heroes Reborn),,,7,1996
Kymberly Taylor,,Good,7,1996
Lasher (Cell-12),Secret Identity,Bad,7,1996
Nardi,Secret Identity,Bad,7,1996
Skritch,,Bad,7,1996
Tar,Secret Identity,,7,1996
Andrea Janson,,Bad,7,1997
Boris Lubov,Secret Identity,Bad,7,1997
Dorian (Punk Kid),Public Identity,Bad,7,1997
Feuer,Public Identity,Good,7,1997
Heinrich Zemo (Heroes Reborn),Public Identity,Bad,7,1997
Ivan Pushkin,Secret Identity,Bad,7,1997
Ko Bin Su,,,7,1997
Niral Chandra,Secret Identity,Neutral,7,1997
Tracey Authier,Public Identity,,7,1997
Weasel (Punk Kid),Public Identity,Bad,7,1997
Baby Karen,,,7,1998
Dinu,Public Identity,Neutral,7,1998
Hames,,,7,1998
Mac Garrity,Secret Identity,Bad,7,1998
Miles Warton,,,7,1998
Mister Gentry,Public Identity,Good,7,1998
Olivier,Secret Identity,Bad,7,1998
Richard Dennison,Secret Identity,Bad,7,1998
Bridget Malone,Secret Identity,Bad,7,1999
Christopher Aaronson,Secret Identity,Bad,7,1999
Elejea,Secret Identity,Good,7,1999
Mikado,Secret Identity,Good,7,1999
Mosha,Secret Identity,Good,7,1999
Tarakis,,Bad,7,1999
Zoe Ishihara,Secret Identity,Neutral,7,1999
Balin,Public Identity,Good,7,2000
Domina,Secret Identity,Bad,7,2000
Junzo Muto,Public Identity,Bad,7,2000
Mr. Payback,Secret Identity,Good,7,2000
Order (Heroes Reborn),,Good,7,2000
Rax,Secret Identity,Neutral,7,2000
Rhanla,Public Identity,Good,7,2000
Sam Matonabbe,Secret Identity,Good,7,2000
Val,Public Identity,Good,7,2000
Coach,Secret Identity,Bad,7,2001
Fagin,Secret Identity,Neutral,7,2001
Kyle Jacoby,,Good,7,2001
Leyu Yoshida,Public Identity,Good,7,2001
Maria Cortez,Public Identity,Good,7,2001
Marshal,Secret Identity,Bad,7,2001
Nightingale,Secret Identity,Good,7,2001
Raptra,Secret Identity,,7,2001
Alice Tremaine,No Dual Identity,Bad,7,2002
Mary Zero (Mary),Secret Identity,,7,2002
Michael Hart,Secret Identity,Neutral,7,2002
Moving Shadow,,Bad,7,2002
Brian Rinehart,Secret Identity,Good,7,2003
Christian Frost,Secret Identity,Neutral,7,2003
Harald Jaekelsson,Public Identity,Bad,7,2003
Kiwi Black,Secret Identity,Neutral,7,2003
Maximus Lobo,Secret Identity,Bad,7,2003
Nick Nixon,Public Identity,,7,2003
Alexander Bont,Secret Identity,Bad,7,2004
Clay,Secret Identity,Bad,7,2004
Cole (Omega Core),Public Identity,Good,7,2004
James Westbrook,,Neutral,7,2004
Jennifer Leigh,No Dual Identity,Neutral,7,2004
Martin Leigh,No Dual Identity,Neutral,7,2004
Nestor Rodriguez,Secret Identity,,7,2004
Purge (Genoshan),,Good,7,2004
Trolls,,Bad,7,2004
Whiz Kid,Public Identity,Good,7,2004
Azzuri,,Good,7,2005
Blindspot,Secret Identity,Bad,7,2005
Cornelius Worth,Public Identity,Neutral,7,2005
Deborah Kinney,Secret Identity,Neutral,7,2005
Gwen (Daydream),,,7,2005
Jeff Kaplan,Public Identity,Good,7,2005
Mallen,Secret Identity,Bad,7,2005
Mana Yanowa,No Dual Identity,,7,2005
Nemesio Pietri,Public Identity,Neutral,7,2005
Paul Patterson,,Bad,7,2005
Peggy Rae,Public Identity,Neutral,7,2005
Ricky Calusky,Secret Identity,Bad,7,2005
Ruth (Angel),Secret Identity,Bad,7,2005
Stem Cell,Secret Identity,Good,7,2005
Colony,Secret Identity,Bad,7,2006
Devo,Secret Identity,Bad,7,2006
Monstro,,,7,2006
Otis Johnson II,Public Identity,Good,7,2006
Sega,Secret Identity,Bad,7,2006
Theodore Scott,,Bad,7,2006
Zhib-Ran,,,7,2006
Abigail Dunton,Secret Identity,Good,7,2007
Brett Mahoney,Public Identity,Good,7,2007
Brian van Patrick,Public Identity,,7,2007
Ladyfair,Secret Identity,Good,7,2007
Michael van Patrick (Van),Secret Identity,Good,7,2007
Oliver Orwell,Secret Identity,Good,7,2007
Richard Palance,Secret Identity,Bad,7,2007
Deacon,Public Identity,Bad,7,2008
Geldoff,Secret Identity,Good,7,2008
Gordon Wright,Public Identity,Bad,7,2008
John Hashimoto,Secret Identity,Good,7,2008
Leon Nunez,Secret Identity,Neutral,7,2008
Melee,Secret Identity,Good,7,2008
Michael van Patrick (Clone),Secret Identity,Good,7,2008
Quentin Palone,Public Identity,,7,2008
Val Rhymin,Public Identity,Bad,7,2008
Amanda Reilly,No Dual Identity,Good,7,2009
Amy Reilly,No Dual Identity,Good,7,2009
Aneka,Secret Identity,Good,7,2009
Anton Satan,Secret Identity,Bad,7,2009
Burst,Secret Identity,Bad,7,2009
Damon Ryder,Secret Identity,Bad,7,2009
Lindy Nolan,,Good,7,2009
Razor (Raptor),Secret Identity,Bad,7,2009
Tre Owens,Secret Identity,Good,7,2009
Zakar,Public Identity,Good,7,2009
Aloysius Thorndrake,Secret Identity,Bad,7,2010
Brianna Robbins,Public Identity,Neutral,7,2010
Cannon Foot,Secret Identity,Bad,7,2010
Dara Ko Eke,Secret Identity,Good,7,2010
Ellis Love,Secret Identity,Good,7,2010
Els Udonta,Secret Identity,Good,7,2010
Galina Nemirovsky,Secret Identity,Bad,7,2010
Nurse Fester,,Bad,7,2010
Saw Fist,Secret Identity,Bad,7,2010
Selach,Public Identity,Neutral,7,2010
Shadowstalker,Secret Identity,Bad,7,2010
Stanley Osborn,No Dual Identity,Neutral,7,2010
Voorr,Secret Identity,Good,7,2010
Adam,Secret Identity,Bad,7,2011
Aradnea,,Bad,7,2011
Bruiser (Mercenary),Secret Identity,Bad,7,2011
Jeremy Briggs,Public Identity,Bad,7,2011
Marcus Roston,Secret Identity,Bad,7,2011
Nul,No Dual Identity,Bad,7,2011
Omegex,Secret Identity,Bad,7,2011
Radioactive Kid,Secret Identity,Bad,7,2011
Seeker,Public Identity,Neutral,7,2011
Stephanie Gerard,,Bad,7,2011
Dancing Water,Secret Identity,Bad,7,2012
Doyle,Public Identity,,7,2012
Helen Cobb,Public Identity,Good,7,2012
Marin,Public Identity,,7,2012
Omega Black,Secret Identity,Bad,7,2012
Charlie Cluster-7 (Weapon XIII),Secret Identity,Bad,7,2013
Owen Backes,Secret Identity,Neutral,7,2013
Principal Philbin,,Good,7,2013
Sojobo-Tengu,Secret Identity,Neutral,7,2013
The Origamist (Legion Personality),Secret Identity,Neutral,7,2013
The Philistine,Secret Identity,Bad,7,2013
Anson Clinton,No Dual Identity,Good,6,1956
Eagle (Matt Slade),Public Identity,Good,6,1956
Gene Bitner,Public Identity,Neutral,6,1956
Simon Lestron,Public Identity,Neutral,6,1956
Diablo (Monster),Secret Identity,Bad,6,1960
Gigantus (Aquatic Monster),Secret Identity,Bad,6,1960
Kaa,Secret Identity,Bad,6,1960
Elektro,Public Identity,Neutral,6,1961
Tad Carter,No Dual Identity,Neutral,6,1962
Valeria (Fifth Dimension),,Good,6,1962
Basallo,,Neutral,6,1963
Charlie (Stark Enterprises),Public Identity,Good,6,1963
Chuck (NYPD),Public Identity,,6,1963
Gargantus (Alien Robot),,Bad,6,1963
Mao Tse Tung,,Bad,6,1963
Maria Trovaya,Secret Identity,Neutral,6,1963
Pilai,Public Identity,Bad,6,1963
Sandu,Secret Identity,Bad,6,1963
Beasts of Berlin,,Bad,6,1964
Bert Rose,No Dual Identity,Good,6,1964
Hoggoth,,Good,6,1964
Lee Guardineer,,Bad,6,1964
Werner von Doom,Public Identity,Good,6,1964
Abner Jonas,,Bad,6,1965
Blackie,,Bad,6,1965
Donald Birch,Secret Identity,Bad,6,1965
Prowler (The Cat),,Bad,6,1965
Shazana,,Bad,6,1965
Adria,Secret Identity,Bad,6,1966
Ossilot,Secret Identity,Good,6,1966
Pavel Plotnick,Secret Identity,Neutral,6,1966
Sally Green,Public Identity,Good,6,1966
Dawn Fury,,,6,1967
Demon Riders (Mogul servants),,Bad,6,1967
Forsung,Secret Identity,,6,1967
Ixar,Secret Identity,Bad,6,1967
Jose Santini,Public Identity,,6,1967
Nebulos,No Dual Identity,Bad,6,1967
Randac,Public Identity,Neutral,6,1967
Agent of 1000 Faces,Secret Identity,Bad,6,1968
Bia,No Dual Identity,Bad,6,1968
Yuri Brevlov,,Good,6,1968
Ann Raymond,,Good,6,1969
Lippy Louie,Secret Identity,Bad,6,1969
Napoleon Robberson,Secret Identity,Bad,6,1969
Number Two (Sentinel),No Dual Identity,Bad,6,1969
Paxton Page,Secret Identity,Bad,6,1969
Mowfus,Secret Identity,Neutral,6,1970
Spiro Agnew,Public Identity,Neutral,6,1970
Tom Fagan,Public Identity,Good,6,1970
Ducalon,Public Identity,Bad,6,1971
Enaros,Public Identity,Bad,6,1971
Holi,,Good,6,1971
Klaatu,Public Identity,Bad,6,1971
Moli,,Good,6,1971
Torla,Public Identity,Good,6,1971
Tuval,,Bad,6,1971
Visis,,Bad,6,1971
Danny Summers,No Dual Identity,Bad,6,1972
Jakar,,Bad,6,1972
Kohbra,,Bad,6,1972
Number One (Secret Empire 2),Secret Identity,Bad,6,1972
Porcunius,No Dual Identity,Good,6,1972
Amanda Saint,No Dual Identity,Good,6,1973
Carol Landers,Public Identity,Good,6,1973
Dagoth,,,6,1973
Gary Dawson,,Bad,6,1973
Herman Frayne,Public Identity,Bad,6,1973
Jakuna Singh,No Dual Identity,Good,6,1973
Victor Conrad,Secret Identity,Bad,6,1973
Baphomet,,Bad,6,1974
Owen Wallach,Secret Identity,Bad,6,1974
Ralph Blumkenn,No Dual Identity,Good,6,1974
Vincent Frankenstein,Public Identity,Bad,6,1974
Cardinal (ICON),Secret Identity,Bad,6,1975
Carol Selby,Public Identity,Good,6,1975
Cho Lee,,Bad,6,1975
Dontrell Hamilton,Secret Identity,Bad,6,1975
Eric Prawn,Public Identity,Good,6,1975
Maura Spinner,,,6,1975
Miranda Rand,Secret Identity,Good,6,1975
Pavane (Female),Secret Identity,Bad,6,1975
Richard Fenster,No Dual Identity,Good,6,1975
Thelius,Secret Identity,Bad,6,1975
Veronica von Frankenstein,Public Identity,Good,6,1975
Abner Doolittle,Secret Identity,Neutral,6,1976
Achmed El Gib\u00e1r,Secret Identity,Neutral,6,1976
Anpu,Public Identity,Neutral,6,1976
Argyle Fist,No Dual Identity,Good,6,1976
Cotton Mather,,Bad,6,1976
Elisabeth Wilford,Public Identity,Good,6,1976
Hector Ruiz,Secret Identity,Bad,6,1976
Johann Goldstein,,,6,1976
Meredith Quill,No Dual Identity,Good,6,1976
Snaykar,Public Identity,Bad,6,1976
William Taurey,No Dual Identity,Bad,6,1976
Zorr (Luphomoid),Public Identity,Bad,6,1976
Abdul Faoul,Secret Identity,,6,1977
Aginar,Secret Identity,,6,1977
Apalla,Secret Identity,,6,1977
Aries (LMD),Secret Identity,Bad,6,1977
Dafydd ap Rhys,Secret Identity,Bad,6,1977
Dominic Dunsinane,Secret Identity,Bad,6,1977
Gemini (LMD),Secret Identity,Bad,6,1977
Jacob Goldstein,Secret Identity,,6,1977
Jared Kurtz,Public Identity,Bad,6,1977
Ramses,,,6,1977
Salia Petrie,Public Identity,,6,1977
Amos Jardine,Public Identity,Neutral,6,1978
Buck Richlen,No Dual Identity,Bad,6,1978
Frederick Kiber,Secret Identity,Bad,6,1978
Joey Burnett,Public Identity,Good,6,1978
John Cheever,,Neutral,6,1978
Lee Switzler,No Dual Identity,,6,1978
Nygorn,,,6,1978
Osinga Rplss,Secret Identity,,6,1978
Water Witch,Secret Identity,Bad,6,1978
Zacharaiah Seavey,Secret Identity,Bad,6,1978
Zorba,Public Identity,,6,1978
Achilles (Greek Legend),No Dual Identity,,6,1979
Alexander van Tilburg,No Dual Identity,Neutral,6,1979
Alexander Walsh,No Dual Identity,,6,1979
Doctor Scarabeus,Secret Identity,Bad,6,1979
John Gamelin,Public Identity,,6,1979
Lydia Hardy,,,6,1979
Thomas Bowman,Public Identity,Good,6,1979
Toro Rojo,,,6,1979
Xar,,,6,1979
Aeroika,,,6,1980
Angeline Morrow,,Good,6,1980
Archie Stryker,Public Identity,Good,6,1980
Edward Lavender,,Good,6,1980
Hubert Fusser,Secret Identity,,6,1980
Lorrie Melton,,,6,1980
Margrace,,,6,1980
Quetzalcoatl,Secret Identity,,6,1980
Stephan Szardos,Public Identity,,6,1980
Tako Shamara,Secret Identity,,6,1980
Tezcatlipoca,Public Identity,Neutral,6,1980
Thomas Wilkins,Secret Identity,Bad,6,1980
Ultima Wordman,Public Identity,Bad,6,1980
Wilbur Garvin,Public Identity,Good,6,1980
Edward Ferbel,,Neutral,6,1981
Haunch,,,6,1981
Hugo Natchios,Public Identity,,6,1981
Ikonn,Secret Identity,Neutral,6,1981
Margaret Thatcher,Public Identity,,6,1981
Mentus,Secret Identity,Bad,6,1981
Randall Croft,,Bad,6,1981
Balor,,,6,1982
Barnabus Kinloch,Secret Identity,Bad,6,1982
Bartak,,Bad,6,1982
Nicholas Brown,No Dual Identity,Neutral,6,1982
Zaniac,Secret Identity,Bad,6,1982
Deborah Summers,Secret Identity,Good,6,1983
Kathryn Twoyoungmen,Public Identity,Neutral,6,1983
Lucius Aquilla,Secret Identity,Neutral,6,1983
Philip Summers,Secret Identity,Good,6,1983
Plor,Public Identity,Good,6,1983
Raak,Public Identity,Bad,6,1983
Ramsey McNeil,,Good,6,1983
Roberta Rhodes,Public Identity,Good,6,1983
Saturnine,No Dual Identity,Bad,6,1983
Alexander Flynn,Secret Identity,Bad,6,1984
Carlos Cassada,,,6,1984
Carlton Sanders,Secret Identity,Bad,6,1984
David Letterman,No Dual Identity,Good,6,1984
General Skul,No Dual Identity,,6,1984
Gormuu,,Bad,6,1984
Jenna Taylor,Public Identity,,6,1984
Puffball Collective,,,6,1984
Wendy Thorton,,,6,1984
Wormwood (Dark Elf),,Bad,6,1984
Ahqlau,No Dual Identity,,6,1985
Arngrim (Asgardian),,Good,6,1985
Ernest Popchik,Public Identity,Good,6,1985
Ivich Williamson,Secret Identity,,6,1985
Levan,,Bad,6,1985
Predator,Secret Identity,Bad,6,1985
Shagreen (Earth-5311),Public Identity,Bad,6,1985
Whiteface,,Good,6,1985
Yrik Whitemane,,Good,6,1985
Banca Rech,Public Identity,,6,1986
Brian Xavier,Public Identity,Neutral,6,1986
Donald McGill,Public Identity,Bad,6,1986
Grand Thane (Asgard),,Good,6,1986
Mike Albergo,,Good,6,1986
Silver Death,Secret Identity,Bad,6,1986
David Hilbert,Public Identity,Bad,6,1987
Douglas Rockwell,,Bad,6,1987
Grundroth,Public Identity,Bad,6,1987
Herb Bannion,Secret Identity,Bad,6,1987
James Madrox (Mutate Duplicate),Secret Identity,Good,6,1987
Larry Carpenter,Public Identity,Neutral,6,1987
Louis Frohike,,Good,6,1987
Senator Boynton,Public Identity,,6,1987
Thomas Samuels,Known to Authorities Identity,Good,6,1987
Tom Privetire,No Dual Identity,Neutral,6,1987
Demon (Marea),,,6,1988
Michael Ditillio,,Neutral,6,1988
Muramasa,Public Identity,Bad,6,1988
Quill (Resistants),Public Identity,,6,1988
Roy Fortune,,Good,6,1988
Zxaxz,,Bad,6,1988
Anton Pretorius,No Dual Identity,Bad,6,1989
Billy Bird,Secret Identity,Bad,6,1989
Brian Winslow,,,6,1989
Burt Corrigan,Public Identity,Good,6,1989
Conscience,Secret Identity,Bad,6,1989
Dykon,,,6,1989
Guns Gummy,Secret Identity,Bad,6,1989
Jaime Ortiz,,Bad,6,1989
Pamela Douglas,Secret Identity,Good,6,1989
Rask,Public Identity,,6,1989
Rooster Cockburn,Secret Identity,Bad,6,1989
Sister Salvation,Secret Identity,,6,1989
Southpaw (Loonies),Secret Identity,Bad,6,1989
Tailgunner,Secret Identity,Bad,6,1989
The Ham,Secret Identity,Bad,6,1989
Tristram Micawber,Public Identity,Bad,6,1989
Zharkah,No Dual Identity,,6,1989
Asylum (Psionex),Secret Identity,Bad,6,1990
Bob Jones IV,Secret Identity,Bad,6,1990
Elizabeth Rawson,Secret Identity,Bad,6,1990
Geoffrey Sydenham,Public Identity,Bad,6,1990
Illyich Prokvitch,Public Identity,,6,1990
Jay Leno,,Good,6,1990
Luis Gutierrez,,Bad,6,1990
Shanzar,,Bad,6,1990
Skreeal,,,6,1990
Spore,Secret Identity,Bad,6,1990
Bodb Derg,Secret Identity,Bad,6,1991
Cynthia Glass,Secret Identity,Neutral,6,1991
Emelia Witherspoon,Public Identity,Good,6,1991
Emily Osborn,No Dual Identity,Neutral,6,1991
Eric Heller,Public Identity,Neutral,6,1991
Erika Benson,Secret Identity,Bad,6,1991
Ernie Mills,Public Identity,Bad,6,1991
Gilbert Benson,Secret Identity,Neutral,6,1991
Hafga,,Neutral,6,1991
Heml,,Neutral,6,1991
James Zafar,Secret Identity,Neutral,6,1991
Jeremy Mchele,Public Identity,Good,6,1991
Jeremy Swimming-Bear,Public Identity,Bad,6,1991
Kayama Inouye,Secret Identity,,6,1991
